repo,url,stars,year,has_package_swift,description,language,topics,archived,open_issues,iOS,macOS,watchOS,tvOS,visionOS,platform_count
scinfu/SwiftSoup,https://github.com/scinfu/SwiftSoup.git,4892.0,2025.0,True,"SwiftSoup: Pure Swift HTML Parser, with best of DOM, CSS, and jquery (Supports Linux, iOS, Mac, tvOS, watchOS)",Swift,"swift, swiftsoup, parse, html-document, dom, extract, selector, html",False,25.0,13.0,,6.0,,,2
SDWebImage/SDWebImage,https://github.com/SDWebImage/SDWebImage.git,25400.0,2025.0,True,Asynchronous image downloader with cache support as a UIImageView category,Objective-C,"macos, ios, watchos, image, jpeg, png, gif, webp, cache, objective-c, swift, cocoapods, carthage, sdwebimage, heif, visionos",False,107.0,9.0,,2.0,9.0,,3
SDWebImage/SDWebImageSwiftUI,https://github.com/SDWebImage/SDWebImageSwiftUI.git,2444.0,2025.0,True,SwiftUI Image loading and Animation framework powered by SDWebImage,Swift,"swiftui, sdwebimage, swift, ios, macos, tvos, watchos, webp, animated-webp, gif, apng, swift-ui, swiftpm",False,79.0,14.0,11.0,7.0,14.0,,4
securing/IOSSecuritySuite,https://github.com/securing/IOSSecuritySuite.git,2552.0,2025.0,True,iOS platform security & anti-tampering Swift library,Swift,,False,7.0,11.0,,,,,1
SFSafeSymbols/SFSafeSymbols,https://github.com/SFSafeSymbols/SFSafeSymbols.git,1807.0,2025.0,True,Safely access Apple's SF Symbols using static typing,Swift,"swift, icons, symbols, ios, sfsymbols",False,10.0,12.0,,5.0,12.0,1.0,4
shinydevelopment/SimulatorStatusMagic,https://github.com/shinydevelopment/SimulatorStatusMagic.git,2351.0,2025.0,True,Clean up your status bar for taking screenshots on the iOS simulator.,Objective-C,,False,2.0,9.0,,,,,1
simibac/ConfettiSwiftUI,https://github.com/simibac/ConfettiSwiftUI.git,2123.0,2025.0,True,SwiftUI Package for Configurable Confetti Animation 🎉,Swift,"swiftui, animation",False,8.0,14.0,11.0,7.0,14.0,,4
sindresorhus/Defaults,https://github.com/sindresorhus/Defaults.git,2311.0,2025.0,True,💾 Swifty and modern UserDefaults,Swift,"userdefaults, nsuserdefaults, macos, ios, swift-package-manager, swift-package, swifty, swiftui-components, storage",False,29.0,14.0,11.0,9.0,14.0,1.0,5
sindresorhus/KeyboardShortcuts,https://github.com/sindresorhus/KeyboardShortcuts.git,2352.0,2025.0,True,⌨️ Add user-customizable global keyboard shortcuts (hotkeys) to your macOS app in minutes,Swift,"keyboard-shortcuts, hotkey, macos, swift-package, swift-package-manager, carthage, cocoapods, swiftui, swiftui-components",False,37.0,,,,,,0
siteline/SwiftUI-Introspect,https://github.com/siteline/SwiftUI-Introspect.git,6183.0,2025.0,True,Introspect underlying UIKit/AppKit components from SwiftUI,Swift,"appkit, inspect, inspection, introspection, nsview, nsviewcontroller, swiftui, uikit, uiview, uiviewcontroller",False,20.0,13.0,,,13.0,,2
skiptools/skip,https://github.com/skiptools/skip.git,1923.0,2025.0,True,Skip enables the creation of native SwiftUI apps for iOS and Android,Swift,"swift, android, ios",False,86.0,16.0,13.0,9.0,16.0,,5
Skyscanner/SkyFloatingLabelTextField,https://github.com/Skyscanner/SkyFloatingLabelTextField.git,4133.0,2025.0,True,"A beautiful and flexible text field control implementation of  ""Float Label Pattern"". Written in Swift.",Swift,"swift, interface-builder, cocoapods, textfield",False,84.0,,,,,,0
SnapKit/SnapKit,https://github.com/SnapKit/SnapKit.git,20219.0,2025.0,True,A Swift Autolayout DSL for iOS & OS X,Swift,"auto, autolayout, snapkit, swift, xcode, dsl, cocoapods, constraints, layout, ui",False,55.0,10.0,,,10.0,,2
soto-project/soto,https://github.com/soto-project/soto.git,932.0,2025.0,True,"Swift SDK for AWS that works on Linux, macOS and iOS",Swift,"aws, swift, server-side-swift, aws-sdk-swift, aws-sdk, swift-nio",False,11.0,13.0,,6.0,13.0,,3
soulverteam/SoulverCore,https://github.com/soulverteam/SoulverCore.git,974.0,2025.0,True,A powerful Swift framework for evaluating natural language math expressions,Swift,"math-expressions, expression-evaluator, currency-converter, date-calculator, soulver, currency-rates, calculations, notepad-calculator, date-parser, natural-language-processing, natural-language, mathematical-expressions, math-engine, datetime, timezone, swift, calculator, currency",False,0.0,,,,,,0
sparkle-project/Sparkle,https://github.com/sparkle-project/Sparkle.git,7938.0,2025.0,True,A software update framework for macOS,Objective-C,"update, software-update, macos, framework",False,22.0,,,,,,0
sparrowcode/PermissionsKit,https://github.com/sparrowcode/PermissionsKit.git,5772.0,2025.0,True,Universal API for request permission and get its statuses.,Swift,"permission, permissions, ios, request, sparrow, location, notification, camera, photo-gallery, ui, dialog, xcode, interface, calendar, reminder, scope, wizard, permissionkit, sppermissions",False,3.0,12.0,13.0,4.0,12.0,,4
spotify/Mobius.swift,https://github.com/spotify/Mobius.swift.git,571.0,2025.0,True,A functional reactive framework for managing state evolution and side-effects [Swift implementation],Swift,"ios, swift, functional-reactive-programming, mobius, state-management",False,6.0,10.0,,3.0,10.0,,3
square/Blueprint,https://github.com/square/Blueprint.git,693.0,2025.0,True,"Declarative UI construction for iOS, written in Swift",Swift,"swift, ui, declarative, declarative-ui, square, uikit",False,25.0,15.0,,,,,2
square/Valet,https://github.com/square/Valet.git,4083.0,2025.0,True,"Valet lets you securely store data in the iOS, tvOS, watchOS, or macOS Keychain without knowing a thing about how the Keychain works. It’s easy. We promise.",Swift,"keychain, touch-id, face-id, security, ios, tvos, watchos, macos, crypto",False,0.0,12.0,,4.0,12.0,,3
stackotter/swift-cross-ui,https://github.com/stackotter/swift-cross-ui.git,1139.0,2025.0,True,"A cross-platform declarative UI framework, inspired by SwiftUI.",Swift,"linux, swift, windows, macos, open-source, declarative-ui, gtk, appkit, ios, uikit, winui3",False,56.0,13.0,,,13.0,1.0,4
stephencelis/SQLite.swift,https://github.com/stephencelis/SQLite.swift.git,9983.0,2025.0,True,"A type-safe, Swift-language layer over SQLite3.",Swift,"swift, sqlite",False,144.0,,,,,,0
stripe/stripe-ios,https://github.com/stripe/stripe-ios.git,2424.0,2025.0,True,Stripe iOS SDK    ,Swift,"stripe, stripe-sdk",False,154.0,13.0,,,,,1
sunlubo/swiftffmpeg,https://github.com/sunlubo/swiftffmpeg.git,598.0,2025.0,True,A Swift wrapper for the FFmpeg API,Swift,"swift, ffmpeg, video, audio, h264, hevc, webm, mp4, multimedia, ffmpeg-api, av1",False,18.0,,,,,,0
supabase/supabase-swift,https://github.com/supabase/supabase-swift.git,971.0,2025.0,True,"A Swift client for Supabase. Query your Supabase database, subscribe to realtime events, upload and download files, browse Swift examples, invoke postgres functions via rpc, invoke supabase edge functions, query pgvector. ",Swift,"ios, supabase, swift, database",False,23.0,13.0,,6.0,13.0,,4
SvenTiigi/YouTubePlayerKit,https://github.com/SvenTiigi/YouTubePlayerKit.git,853.0,2025.0,True,A Swift Package to easily play YouTube videos 📺,Swift,"youtube, youtube-iframe-player, swift, swiftui, ios, macos, visionos, youtube-player",False,2.0,15.0,12.0,,,1.0,3
SVGKit/SVGKit,https://github.com/SVGKit/SVGKit.git,4537.0,2025.0,False,"Display and interact with SVG Images on iOS / OS X, using native rendering (CoreAnimation)",Objective-C,,False,273.0,,,,,,0
swhitty/FlyingFox,https://github.com/swhitty/FlyingFox.git,573.0,2025.0,True,"Lightweight, HTTP server written in Swift using async/await.",Swift,"http, swift, web-server, async, server, server-side-swift, web, async-await, asyncio, nio, networking",False,11.0,13.0,,8.0,13.0,,3
swhitty/SwiftDraw,https://github.com/swhitty/SwiftDraw.git,530.0,2025.0,True,"Swift library and command line tool to convert SVGs into SFSymbol, PNG, PDF and Swift source code.",Swift,"sfsymbol, svg, swift",False,8.0,13.0,,6.0,13.0,1.0,4
swift-server-community/APNSwift,https://github.com/swift-server-community/APNSwift.git,783.0,2025.0,True,"📱HTTP/2 Apple Push Notification Service built with swift - send push notifications to iOS, iPadOS, tvOS, macOS, watchOS, visionOS, and Safari!",Swift,"swift, swift-nio-http2, swift-nio, apns, apns-http2, sswg, apnswift, apple, apple-push-notifications, safari-push-notifications",False,4.0,16.0,13.0,9.0,16.0,,4
swift-server/async-http-client,https://github.com/swift-server/async-http-client.git,1004.0,2025.0,True,HTTP client library built on SwiftNIO,Swift,"swift-server, http-client, swift5, swift-nio",False,119.0,,,,,,0
swift-server/swift-aws-lambda-runtime,https://github.com/swift-server/swift-aws-lambda-runtime.git,1176.0,2025.0,True,Swift implementation of AWS Lambda Runtime,Swift,,False,16.0,,15.0,,,,1
SwifterSwift/SwifterSwift,https://github.com/SwifterSwift/SwifterSwift.git,14612.0,2025.0,True,A handy collection of more than 500 native Swift extensions to boost your productivity.,Swift,"swift, xcode, carthage, cocoapods, tvos, ios, macos, swifterswift, extensions, uikit, swift-package-manager, swift-extensions, swift-library, open-source, mit, watchos, productivity-booster, awesome, unit-testing, foundation",False,27.0,12.0,,4.0,12.0,,3
SwiftfulThinking/SwiftfulRouting,https://github.com/SwiftfulThinking/SwiftfulRouting.git,791.0,2025.0,True,Programmatic navigation for SwiftUI applications.,Swift,"ios, swift, swiftui",False,0.0,16.0,12.0,,14.0,,3
SwiftKickMobile/SwiftMessages,https://github.com/SwiftKickMobile/SwiftMessages.git,7479.0,2025.0,True,A very flexible message bar for UIKit and SwiftUI.,Swift,"swift, ios, nib, ui, nib-files, snackbar, alerts, ui-components, banner, swift4, ios11, iphone-x, swiftui",False,45.0,,,,,,0
swiftlang/sourcekit-lsp,https://github.com/swiftlang/sourcekit-lsp.git,3577.0,2025.0,True,Language Server Protocol implementation for Swift and C-based languages,Swift,,False,120.0,,14.0,,,,1
swiftlang/swift-build,https://github.com/swiftlang/swift-build.git,2101.0,2025.0,True,"A high-level build system based on llbuild, used by Xcode, Swift Playground, and the Swift Package Manager",Swift,"build, build-system, build-tool, build-tools, swift, swift-package-manager",False,72.0,,14.0,,,,1
swiftlang/swift-corelibs-xctest,https://github.com/swiftlang/swift-corelibs-xctest.git,1164.0,2025.0,True,"The XCTest Project, A Swift core library for providing unit test support",Swift,,False,34.0,,,,,,0
swiftlang/swift-docc,https://github.com/swiftlang/swift-docc.git,1262.0,2025.0,True,Documentation compiler that produces rich API reference documentation and interactive tutorials for your Swift framework or package.,Swift,,False,143.0,15.0,12.0,,,,2
swiftlang/swift-driver,https://github.com/swiftlang/swift-driver.git,824.0,2025.0,True,Swift compiler driver reimplementation in Swift,Swift,,False,76.0,15.0,,,,,1
swiftlang/swift-embedded-examples,https://github.com/swiftlang/swift-embedded-examples.git,932.0,2025.0,True,A collection of example projects using Embedded Swift,Swift,"embedded, esp32, example, nrf, stm32, swift, raspberrypi",False,22.0,,,,,,0
swiftlang/swift-format,https://github.com/swiftlang/swift-format.git,2735.0,2025.0,True,Formatting technology for Swift source code,Swift,,False,147.0,,,,,,0
swiftlang/swift-foundation,https://github.com/swiftlang/swift-foundation.git,2554.0,2025.0,True,The Foundation project,Swift,,False,159.0,,,,,,0
swiftlang/swift-markdown,https://github.com/swiftlang/swift-markdown.git,3026.0,2025.0,True,"A Swift package for parsing, building, editing, and analyzing Markdown documents.",Swift,,False,50.0,,,,,,0
swiftlang/swift-package-manager,https://github.com/swiftlang/swift-package-manager.git,9978.0,2025.0,True,The Package Manager for the Swift Programming Language,Swift,,False,1010.0,17.0,14.0,,,,3
swiftlang/swift-syntax,https://github.com/swiftlang/swift-syntax.git,3482.0,2025.0,True,"A set of Swift libraries for parsing, inspecting, generating, and transforming Swift source code.",Swift,,False,125.0,13.0,,6.0,13.0,,4
swiftlang/swift-testing,https://github.com/swiftlang/swift-testing.git,2028.0,2025.0,True,"A modern, expressive testing package for Swift",Swift,"software-quality, swift, swift-macros, testing, unit-testing",False,92.0,,,,,,0
swiftlang/swiftly,https://github.com/swiftlang/swiftly.git,773.0,2025.0,True,"A Swift toolchain installer and manager, written in Swift.",Swift,"swift, version-manager",False,89.0,,13.0,,,,1
SwiftPackageIndex/SwiftPackageIndex-Server,https://github.com/SwiftPackageIndex/SwiftPackageIndex-Server.git,628.0,2025.0,True,The Swift Package Index is the place to find Swift packages!,Swift,"swift, vapor, server-side-swift, swiftpm",False,64.0,,15.0,,,,1
SwiftUIX/SwiftUIX,https://github.com/SwiftUIX/SwiftUIX.git,7760.0,2025.0,True,An exhaustive expansion of the standard SwiftUI library.,Swift,"swift-package-manager, textview, swift, macos, swiftui, attributedstring, framework, library, scroll, backwards-compatibility, collection-view, ios, performance, visionos",False,26.0,13.0,11.0,6.0,13.0,,4
swiftwasm/JavaScriptKit,https://github.com/swiftwasm/JavaScriptKit.git,781.0,2025.0,True,Swift framework to interact with JavaScript through WebAssembly.,Swift,"swift, swiftwasm, javascript, webassembly",False,23.0,13.0,,6.0,13.0,,4
SwiftyFinch/Rugby,https://github.com/SwiftyFinch/Rugby.git,714.0,2025.0,True,🏈 Cache CocoaPods for faster rebuild and indexing Xcode project.,Swift,"cache-pods, cocoapods-optimisation, xcode-indexing, xcode-performance, cocoapods-performance, cocoapods-frameworks, cache-cocoapods, cocoapods-binary, cocoapods, xcode, precompiled-frameworks, prebuild-pods, hacktoberfest, swift, macos, compile-time",False,1.0,,13.0,,,,1
SwiftyJSON/SwiftyJSON,https://github.com/SwiftyJSON/SwiftyJSON.git,22892.0,2025.0,True,The better way to deal with JSON data in Swift.,Swift,"swiftyjson, json, swift, response, request, carthage, cocoapods, json-parsing-library, json-parser, json-parsing-swift",False,134.0,,,,,,0
SwiftyLab/MetaCodable,https://github.com/SwiftyLab/MetaCodable.git,722.0,2025.0,True,Supercharge Swift's Codable implementations with macros meta-programming.,Swift,"codable, code-generation, macro, metaprogramming, no-boilerplate, swift, swift-codable, swift-macros, swift-package-manager, swift-package-manager-plugin, swift-package-plugin, swift5-9, json, json-parser, jsonparser, jsonserialization, jsonserializer, serde, serde-json",False,6.0,13.0,,6.0,13.0,,4
techprimate/tppdf,https://github.com/techprimate/tppdf.git,796.0,2025.0,True,TPPDF is a simple-to-use PDF builder for iOS and macOS written in Swift,Swift,"cocoapods, pdf, generator, builder, ios, swift",False,37.0,9.0,,,,1.0,2
tevelee/SwiftUI-Flow,https://github.com/tevelee/SwiftUI-Flow.git,591.0,2025.0,True,Flow Layout implemented in SwiftUI,Swift,"flow-layout, layout, swiftui",False,5.0,16.0,13.0,9.0,16.0,,4
tid-kijyun/Kanna,https://github.com/tid-kijyun/Kanna.git,2465.0,2025.0,True,Kanna(鉋) is an XML/HTML parser for Swift.,Swift,"swift, html-parser, xml-parser",False,18.0,,,,,,0
tuist/tuist,https://github.com/tuist/tuist.git,5179.0,2025.0,True,A virtual platform team for mobile devs who ship ,Swift,"xcode, swift, objective-c, scalability, productivity, hacktoberfest, ios",False,256.0,,,,,,0
tuist/xcodeproj,https://github.com/tuist/xcodeproj.git,2125.0,2025.0,True," 📝 Read, update and write your Xcode projects",Swift,"xcode, swift, xcodeproj, objective-c, ios, macos, swift-5",False,9.0,,,,,,0
twostraws/CodeScanner,https://github.com/twostraws/CodeScanner.git,1153.0,2025.0,True,"A SwiftUI view that is able to scan barcodes, QR codes, and more, and send back what was found.",Swift,,False,36.0,13.0,,6.0,13.0,1.0,4
twostraws/Ignite,https://github.com/twostraws/Ignite.git,2061.0,2025.0,True,A static site generator for Swift developers.,Swift,,False,15.0,,13.0,,,,1
twostraws/Sitrep,https://github.com/twostraws/Sitrep.git,1338.0,2025.0,True,A source code analyzer for Swift projects.,Swift,"swift, xcode, analyzer",False,9.0,,,,,,0
twostraws/Vortex,https://github.com/twostraws/Vortex.git,1360.0,2025.0,True,High-performance particle effects for SwiftUI.,Swift,,False,12.0,15.0,12.0,8.0,15.0,1.0,6
uber/ios-snapshot-test-case,https://github.com/uber/ios-snapshot-test-case.git,1830.0,2025.0,True,Snapshot view unit tests for iOS,Objective-C,,False,39.0,10.0,,,10.0,,2
uber/needle,https://github.com/uber/needle.git,1934.0,2025.0,True,Compile-time safe Swift dependency injection framework,Swift,,False,58.0,,,,,,0
vapor/console-kit,https://github.com/vapor/console-kit.git,509.0,2025.0,True,💻 APIs for creating interactive CLI tools.,Swift,"vapor, server-side-swift, swift, console, command-line, swift-linux, hacktoberfest",False,3.0,13.0,,6.0,13.0,,3
vapor/fluent,https://github.com/vapor/fluent.git,1375.0,2025.0,True,"Vapor ORM (queries, models, and relations) for NoSQL and SQL databases",Swift,"vapor, orm, swift, database, sql, nosql, server-side-swift, swift-linux, vapor-service",False,22.0,13.0,,6.0,13.0,,3
vapor/vapor,https://github.com/vapor/vapor.git,25438.0,2025.0,True,💧 A server-side Swift HTTP web framework.,Swift,"vapor, swift, server-side-swift, web-framework, server, framework, http, http2",False,111.0,13.0,,6.0,13.0,,3
VergeGroup/swift-Verge,https://github.com/VergeGroup/swift-Verge.git,768.0,2025.0,True,"🟣 A robust Swift state-management framework designed for complex applications, featuring an integrated ORM for efficient data handling.",Swift,"flux, redux, ios, swift, mvvm, rxswift, swiftui, vuex, store-pattern, state-tree, state-shape, data-driven, memoization, uikit, performance-monitoring, dispatcher, verge",False,9.0,16.0,13.0,6.0,13.0,,4
vtourraine/acknowlist,https://github.com/vtourraine/acknowlist.git,868.0,2025.0,True,"Acknowledgements screen displaying a list of licenses, for example from CocoaPods and Swift Package Manager dependencies.",Swift,"ios, cocoapods, swift, tvos, uikit, swiftui, macos, watchos, spm",False,4.0,13.0,,7.0,13.0,,3
watson-developer-cloud/swift-sdk,https://github.com/watson-developer-cloud/swift-sdk.git,873.0,2025.0,True,:iphone: The Watson Swift SDK enables developers to quickly add Watson Cognitive Computing services to their Swift applications.,Swift,"ibm-watson-services, ibm-watson-speech, swift-4, hacktoberfest",False,4.0,10.0,,,,,1
weichsel/ZIPFoundation,https://github.com/weichsel/ZIPFoundation.git,2504.0,2025.0,True,Effortless ZIP Handling in Swift,Swift,"swift, zip",False,37.0,9.0,,2.0,9.0,,3
WenchaoD/FSPagerView,https://github.com/WenchaoD/FSPagerView.git,7318.0,2025.0,True,FSPagerView is an elegant Screen Slide Library. It is extremely helpful for making Banner View、Product Show、Welcome/Guide Pages、Screen/ViewController Sliders.,Swift,"swift, objective-c, infinite-scroll, banner-view, banner-slider, banner, uicollectionview, uicollectionviewlayout, ios, pages",False,181.0,12.0,,,,,1
wordpress-mobile/AztecEditor-iOS,https://github.com/wordpress-mobile/AztecEditor-iOS.git,648.0,2025.0,True,A reusable native iOS visual HTML text editor component.,Swift,"html, ios, editor, swift, ios-swift, ios-library, ios-libraries, native, html-editor, ios-lib, carthage, cocoapods",False,101.0,13.0,,,,,1
XcodesOrg/xcodes,https://github.com/XcodesOrg/xcodes.git,4279.0,2025.0,True,The best command-line tool to install and switch between multiple versions of Xcode.,Swift,"xcode, swift, macos, hacktoberfest",False,139.0,,,,,,0
XCTestHTMLReport/XCTestHTMLReport,https://github.com/XCTestHTMLReport/XCTestHTMLReport.git,764.0,2025.0,True,Xcode-like HTML report for Unit and UI Tests,Swift,"xcode, xctest, swift, html-report, xcode-ui-testing, unit-testing, ui-testing",False,68.0,,,,,,0
xmartlabs/PagerTabStripView,https://github.com/xmartlabs/PagerTabStripView.git,821.0,2025.0,True,🚀  Elegant Pager View fully written in pure SwiftUI.,Swift,"pagerview, swiftui, swiftui-components, xlpagertabstrip, pagertabstripview, swiftui-pager, pager",False,14.0,16.0,13.0,,,,2
yonaskolb/Mint,https://github.com/yonaskolb/Mint.git,2392.0,2025.0,True,A package manager that installs and runs executable Swift packages,Swift,"package-manager, dependency-manager, swift, command-line-tool, spm, installer",False,60.0,,,,,,0
yonaskolb/XcodeGen,https://github.com/yonaskolb/XcodeGen.git,7593.0,2025.0,True,A Swift command line tool for generating your Xcode project,Swift,"swift, xcode, generator, xcodeproject, specification, yaml, xcodeproj, cli, ci",False,374.0,,,,,,0
yonat/MultiSlider,https://github.com/yonat/MultiSlider.git,519.0,2025.0,True,"UISlider clone with multiple thumbs and values, range highlight, optional snap intervals, optional value labels, either vertical or horizontal.",Swift,"uislider, thumbs, multiple-thumbs, multislider, swift, range-slider, range-picker",False,4.0,13.0,,,,,1
